116 14 0 2 0
117 13 0 4 0
118 15 0 1 0
119 14 0 1 0
0 0 6329 0 23
1 0 6291 0 90
2 0 6308 0 1
3 0 6327 0 3
4 0 6337 0 73
5 0 6356 0 2
6 0 6314 0 1
7 0 6316 0 2
8 0 6377 0 0
9 0 6329 0 2
10 0 6288 0 0
11 0 6335 0 0
12 0 6304 0 1
13 0 6279 0 1
14 0 6299 0 2
15 0 6322 0 0
16 0 6288 0 0
17 0 6309 0 2
18 0 6358 0 1
19 0 6302 0 1
20 0 6279 0 100
21 0 6345 0 1
22 0 6309 0 0
23 0 6317 0 2
24 0 6246 0 1
25 0 6314 0 1
26 0 6338 0 3
27 0 6295 0 69
28 0 6313 0 1
29 0 6341 0 0
30 0 6283 0 0
31 0 6317 0 4
32 0 6325 0 1
33 0 6256 0 1
34 0 6365 0 3
35 0 6278 0 3
36 0 6328 0 61
37 0 6280 0 1
38 0 6300 0 1
39 0 6329 0 5
40 0 6309 0 1
41 0 6317 0 0
42 0 6364 0 0
43 0 6289 0 0
44 0 6347 0 0
45 0 6348 0 0
46 0 6343 0 1
47 0 6328 0 1
48 0 6292 0 2
49 0 6395 0 3
50 0 6368 0 2
51 0 6344 0 1
52 0 6379 0 2
53 0 6292 0 73
54 0 6332 0 0
55 0 6330 0 1
56 0 6302 0 6
57 0 6269 0 2
58 0 6234 0 1
59 0 6280 0 1
60 0 6284 0 2
61 0 6299 0 0
62 0 6275 0 2
63 0 6328 0 0
64 0 6358 0 0
65 0 6292 0 1
66 0 6303 0 0
67 0 6344 0 2
68 0 6310 0 2
69 0 6209 0 104
70 0 6283 0 1
71 20 1 2 0
72 0 6329 0 0
73 0 6287 0 1
74 0 6309 0 2
75 0 6330 0 2
76 0 6317 0 1
77 0 6294 0 0
78 0 6316 0 1
79 0 6288 0 0
80 0 6308 0 0
81 0 6347 0 1
82 0 6322 0 4
83 0 6311 0 1
84 0 6347 0 3
85 0 6275 0 98
86 0 6292 0 1
87 0 6330 0 1
88 0 6374 0 9
89 0 6321 0 2
90 0 6296 0 2
91 0 6304 0 1
92 0 6313 0 0
93 22 0 1 0
94 0 6293 0 0
95 0 6328 0 1
96 0 6342 0 1
97 0 6310 0 0
98 0 6360 0 2
99 0 6371 0 1
100 0 6332 0 1
101 0 6303 0 47
102 0 6311 0 1
103 0 6261 0 2
104 0 6330 0 1
105 0 6317 0 1
106 0 6309 0 4
107 0 6317 0 0
108 21 0 1 0
109 0 6305 0 0
110 0 6331 0 3
111 0 6290 0 0
112 0 6314 0 6
113 0 6331 0 0
114 0 6292 0 1
115 0 6310 0 2
116 0 6289 0 1
117 0 6314 0 4
118 0 6241 0 79
119 0 6351 0 0
120 0 6343 0 3
121 0 6293 0 1
122 0 6218 0 1
123 0 6328 0 0
124 0 6258 0 0
125 0 6306 0 1
126 0 6321 0 2
127 0 6334 0 2
128 0 6296 0 0
129 0 6348 0 1
130 0 6293 0 4
131 0 6347 0 3
132 0 6322 0 1
133 0 6304 0 1
134 0 6224 0 97
135 0 6306 0 1
136 0 6345 0 1
137 0 6322 0 1
138 0 6354 0 2
139 0 6332 0 2
140 0 6325 0 1
141 0 6362 0 2
142 0 6305 0 1
143 0 6288 0 0
144 0 6353 0 4
145 0 6321 0 3
146 0 6356 0 1
147 0 6302 0 2
148 0 6352 0 0
149 20 0 2 0
150 0 6337 0 96
151 0 6301 0 1
152 21 0 1 0
153 0 6339 0 2
154 0 6308 0 2
155 0 6301 0 0
156 0 6323 0 3
157 0 6294 0 0
158 21 0 1 0
159 0 6347 0 1
160 21 1 1 0
161 22 2 1 0
162 20 0 1 0
163 0 6277 0 3
164 0 6282 0 0
165 24 0 1 0
166 20 25 2 25
167 0 6353 0 40
168 0 6371 0 2
169 0 6301 0 0
170 0 6355 0 0
171 0 6371 0 1
172 20 1 1 1
173 0 6312 0 0
174 21 0 1 0
175 0 6367 0 0
176 0 6350 0 0
177 0 6305 0 2
178 0 6348 0 0
179 0 6304 0 0
180 0 6356 0 1
181 0 6287 0 2
182 22 1 2 1
183 0 6298 0 121
184 0 6331 0 1
185 21 0 1 0
186 0 6320 0 2
187 0 6349 0 0
188 0 6359 0 2
189 19 1 4 0
190 0 6303 0 2
191 0 6407 0 0
192 21 1 1 1
193 19 0 1 0
194 20 2 3 0
195 20 0 2 0
196 19 0 4 0
197 20 3 2 0
198 20 0 2 0
199 0 6290 0 113
200 20 1 3 0
201 0 6313 0 1
202 20 1 2 0
203 0 6310 0 1
204 19 3 6 0
205 0 6255 0 2
206 21 0 1 0
207 18 1 10 0
208 21 0 2 0
209 0 6405 0 1
210 20 0 2 0
211 19 0 6 0
212 19 0 4 0
213 18 2 4 0
214 21 0 1 0
215 0 6266 0 76
216 21 0 1 0
217 19 1 4 0
218 0 6324 0 1
219 0 6383 0 2
220 20 0 3 0
221 20 0 2 0
222 20 0 3 0
223 19 0 2 0
224 19 0 2 0
225 20 0 2 0
226 58 3 2 1
227 22 117 2 46
228 65 20 1 1
229 19 0 1 0
230 20 0 1 0
231 20 1 1 0
232 19 45 1 44
233 20 0 1 0
234 20 0 1 0
235 20 0 1 0
236 19 0 4 0
237 0 6353 0 0
238 18 3 6 0
239 20 0 1 0
240 20 0 2 0
241 20 0 3 0
242 21 0 1 0
243 20 0 3 0
244 19 0 2 0
245 20 1 1 1
246 19 0 2 0
247 18 2 4 0
248 20 97 2 97
249 20 0 1 0
250 19 1 1 0
251 20 2 2 0
252 20 0 1 0
253 20 1 4 0
254 20 0 1 0
255 21 0 1 0
256 20 0 1 0
257 19 0 3 0
258 20 1 4 0
259 19 1 2 0
260 18 3 4 0
261 21 1 1 0
262 19 1 1 0
263 18 3 5 0
264 20 125 2 125
265 18 0 1 0
266 19 0 1 0
267 20 0 1 0
268 21 0 1 0
269 20 0 2 0
270 20 0 3 0
271 20 0 1 0
272 18 0 4 0
273 19 1 2 0
274 20 0 1 0
275 20 0 1 0
276 17 4 7 0
277 20 1 1 0
278 19 3 4 0
279 20 0 1 0
280 19 52 1 50
281 19 9 1 9
282 20 1 1 1
283 20 0 1 0
284 19 1 1 0
285 20 0 4 0
286 19 0 1 0
287 20 0 1 0
288 20 1 1 0
289 19 0 1 0
290 19 1 4 0
291 20 1 1 0
292 20 1 1 0
293 18 1 3 0
294 20 0 2 0
295 21 0 1 0
296 19 108 1 108
297 18 81 5 80
298 20 0 2 0
299 19 1 2 0
300 18 1 2 0
301 21 0 1 0
302 18 0 5 0
303 18 3 4 1
304 20 20 6 0
305 19 0 5 0
306 18 1 2 0
307 17 1 8 0
308 21 0 1 0
309 18 1 5 0
310 20 0 1 0
311 20 0 2 0
312 19 0 4 0
313 18 99 7 98
314 19 1 3 1
315 19 0 2 0
316 19 0 3 0
317 20 0 1 0
318 19 3 4 0
319 20 0 2 0
320 19 0 3 0
321 19 0 2 0
322 20 0 1 0
323 20 0 1 0
324 19 2 3 0
325 18 2 1 0
326 19 1 1 0
327 19 0 1 0
328 19 0 2 0
329 19 99 2 99
330 21 0 1 0
331 19 1 1 0
332 18 4 2 0
333 20 1 1 0
334 18 0 2 0
335 19 0 2 0
336 19 0 2 0
337 19 1 3 0
338 19 0 2 0
339 17 5 8 0
340 19 0 1 0
341 18 0 3 0
342 18 1 2 0
343 19 0 2 0
344 19 0 2 0
345 18 42 5 41
346 19 13 1 13
347 18 5 1 1
348 18 1 3 0
349 18 2 2 0
350 19 0 2 0
351 19 1 2 0
352 18 0 1 0
353 19 0 2 0
354 18 0 4 0
355 18 1 5 0
356 18 2 2 1
357 18 0 1 0
358 19 0 1 0
359 19 0 2 0
360 20 1 1 0
361 20 1 2 0
362 18 77 2 76
363 19 0 1 0
364 17 4 4 0
365 19 0 2 0
366 18 1 3 0
367 19 0 1 0
368 19 0 2 0
369 18 0 4 0
370 18 0 1 0
371 19 1 1 0
372 19 2 4 0
373 18 0 1 0
374 19 0 1 0
375 17 1 7 0
376 20 0 1 0
377 18 1 5 0
378 19 95 2 95
379 18 1 4 0
380 18 1 3 0
381 18 0 6 0
382 19 0 2 0
383 20 1 2 0
384 18 1 2 0
385 19 0 1 0
386 20 0 1 0
387 19 0 1 0
388 19 1 1 1
389 18 0 2 0
390 19 0 1 0
391 19 1 2 0
392 18 0 3 0
393 18 1 2 0
394 18 95 4 95
395 18 0 3 0
396 20 0 1 0
397 22 0 2 0
398 18 0 3 0
399 17 1 3 0
400 19 0 1 0
401 18 2 2 0
402 18 1 1 0
403 17 2 5 1
404 19 2 1 0
405 16 2 15 0
406 19 1 1 0
407 19 0 1 0
408 18 1 4 1
409 17 2 2 0
410 18 14 2 13
411 17 39 3 39
412 18 1 2 0
413 18 0 1 0
414 18 0 3 0
415 19 0 1 0
416 18 0 4 0
417 18 0 1 0
418 17 1 6 0
419 18 2 1 2
420 19 0 1 0
421 20 0 1 0
422 17 1 5 0
423 19 0 1 0
424 18 0 3 0
425 19 0 1 0
426 18 0 2 0
427 18 104 2 104
428 20 0 1 0
429 18 0 2 0
430 18 1 1 0
431 18 0 1 0
432 18 1 2 0
433 19 0 1 0
434 19 0 3 0
435 18 1 2 0
436 16 6 20 0
437 18 0 1 0
438 18 0 1 0
439 17 1 3 0
440 19 0 1 0
441 18 3 3 0
442 17 2 1 0
443 18 98 3 97
444 18 0 2 0
445 20 0 1 0
446 16 1 12 0
447 20 0 1 0
448 19 0 1 0
449 17 2 7 0
450 19 2 1 0
451 19 0 2 0
452 19 0 1 0
453 19 0 1 0
454 18 1 2 0
455 18 1 2 0
456 18 1 3 0
457 18 0 3 0
458 18 1 1 0
459 18 90 2 89
460 18 1 2 0
461 20 0 1 0
462 17 1 3 0
463 19 1 1 0
464 20 2 1 0
465 18 1 1 1
466 19 0 1 0
467 17 2 3 0
468 17 0 1 0
469 18 1 1 0
470 18 1 2 1
471 17 0 6 0
472 18 2 2 0
473 18 0 3 0
474 18 1 3 0
475 18 6 3 5
476 18 42 2 42
477 18 0 3 0
478 17 2 1 0
479 18 0 4 0
480 18 2 1 0
481 18 0 1 0
482 18 0 1 0
483 18 0 4 0
484 17 1 5 0
485 17 0 5 0
486 18 0 1 0
487 18 0 1 0
488 17 2 2 0
489 16 0 9 0
490 17 1 1 0
491 18 0 2 0
492 18 100 1 99
493 19 0 3 0
494 18 1 1 0
495 18 1 1 0
496 17 2 6 0
497 17 2 5 0
498 18 0 2 0
499 19 0 1 0
500 17 0 3 0
501 19 0 2 0
502 17 0 1 0
503 17 2 2 0
504 20 0 1 0
505 18 0 1 0
506 19 0 1 0
507 18 0 1 0
508 20 107 1 106
509 18 1 2 0
510 18 0 2 0
511 18 1 1 0
512 17 2 3 0
513 18 2 1 1
514 18 0 2 0
515 17 0 5 0
516 18 0 2 0
517 19 2 1 2
518 18 0 2 0
519 18 0 1 0
520 16 4 2 0
521 18 1 2 1
522 18 0 2 0
523 19 0 2 0
524 18 58 6 58
525 19 0 1 0
526 17 0 4 0
527 18 1 1 1
528 18 1 1 0
529 19 0 1 0
530 18 0 1 0
531 19 14 1 6
532 17 1 2 0
533 17 1 1 0
534 17 0 2 0
535 18 0 2 0
536 17 1 4 0
537 17 0 3 0
538 18 1 2 0
539 18 1 3 0
540 17 1 3 0
541 18 64 2 63
542 18 0 2 0
543 18 0 3 0
544 17 0 2 0
545 17 0 1 0
546 17 2 2 0
547 17 2 3 0
548 17 2 1 0
549 19 1 1 1
550 16 1 6 0
551 17 0 4 0
552 18 0 1 0
553 16 3 6 0
554 16 1 8 0
555 18 0 3 0
556 17 0 3 0
557 18 97 1 97
558 17 2 4 1
559 18 1 4 0
560 17 2 4 0
561 17 0 2 0
562 18 0 1 0
563 18 15 1 4
564 18 1 2 0
565 18 0 1 0
566 18 0 1 0
567 17 0 1 0
568 16 0 5 0
569 16 1 8 0
570 16 1 5 1
571 17 0 4 0
572 17 2 5 0
573 17 104 1 102
574 17 0 1 0
575 18 0 1 0
576 18 0 2 0
577 17 2 1 0
578 16 0 10 0
579 18 0 1 0
580 17 1 2 0
581 17 1 1 0
582 16 0 1 0
583 17 2 1 0
584 16 3 3 0
585 17 0 1 0
586 17 1 1 0
587 16 3 4 0
588 17 1 1 0
589 18 37 1 37
590 17 0 2 0
591 16 0 4 0
592 17 121 5 115
593 17 0 1 0
594 18 0 1 0
595 18 1 2 0
596 18 0 1 0
597 16 2 8 0
598 16 0 2 0
599 17 0 3 0
