_sentence,_receivers,time,latitude,longitude,altitude,satellites,candy_noise,candy_flux
"$$LetFik2,11:16:06,4915.97559,01513.63330,21525.6,05,17,0*FCE7",LetFik2,11:16:06,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:16:22,4915.97559,01513.63330,21525.6,05,17,0*17F5",LetFik2,11:16:22,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:16:39,4915.97559,01513.63330,21525.6,05,17,0*891F",LetFik2,11:16:39,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:16:55,4915.97559,01513.63330,21525.6,05,17,0*A408",LetFik2,11:16:55,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:17:11,4915.97559,01513.63330,21525.6,05,17,0*87B3",LetFik2,11:17:11,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:17:27,4915.97559,01513.63330,21525.6,05,17,0*1928",LetFik2,11:17:27,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:17:43,4915.97559,01513.63330,21525.6,05,17,0*31F8",LetFik2,11:17:43,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:18:00,4915.97559,01513.63330,21525.6,05,0,0*3B82",LetFik2,11:18:00,49.26625983,15.22722167,21525.6,5,0,0
"$$LetFik2,11:18:00,4915.97559,01513.63330,21525.6,05,17,0*B053",LetFik2,11:18:00,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:18:16,4915.97559,01513.63330,21525.6,05,17,0*4F29",LetFik2,11:18:16,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:18:32,4915.97559,01513.63330,21525.6,05,17,0*A43B",LetFik2,11:18:32,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:18:48,4915.97559,01513.63330,21525.6,05,17,0*7656",LetFik2,11:18:48,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:19:05,4915.97559,01513.63330,21525.6,05,17,0*BE8E",LetFik2,11:19:05,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:19:21,4915.97559,01513.63330,21525.6,05,17,0*559C",LetFik2,11:19:21,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:19:37,4915.97559,01513.63330,21525.6,05,17,0*AAE6",LetFik2,11:19:37,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:19:53,4915.97559,01513.63330,21525.6,05,17,0*8236",LetFik2,11:19:53,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:20:09,4915.97559,01513.63330,21525.6,05,17,0*F737",LetFik2,11:20:09,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:20:26,4915.97559,01513.63330,21525.6,05,17,0*3A2F",LetFik2,11:20:26,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:20:42,4915.97559,01513.63330,21525.6,05,17,0*12FF",LetFik2,11:20:42,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:20:58,4915.97559,01513.63330,21525.6,05,17,0*62B1",LetFik2,11:20:58,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:21:14,4915.97559,01513.63330,21525.6,05,17,0*44CD",LetFik2,11:21:14,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:21:30,4915.97559,01513.63330,21525.6,05,17,0*AFDF",LetFik2,11:21:30,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:21:47,4915.97559,01513.63330,21525.6,05,17,0*1C22",LetFik2,11:21:47,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:22:03,4915.97559,01513.63330,21525.6,05,17,0*EA8D",LetFik2,11:22:03,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:22:19,4915.97559,01513.63330,21525.6,05,17,0*9AC3",LetFik2,11:22:19,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:22:35,4915.97559,01513.63330,21525.6,05,17,0*7416",LetFik2,11:22:35,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:22:51,4900.67920,01552.81970,2343.5,07,17,0*38C0",LetFik2,11:22:51,49.01132,15.88032833,2343.5,7,17,0
"$$LetFik2,11:23:08,4900.49121,01553.07935,2245.1,06,17,0*50E1",LetFik2,11:23:08,49.00818683,15.88465583,2245.1,6,17,0
"$$LetFik2,11:23:24,4900.33252,01553.33228,2137.8,07,17,0*2B17",LetFik2,11:23:24,49.005542,15.88887133,2137.8,7,17,0
"$$LetFik2,11:23:40,4900.26123,01553.46631,2082.3,06,17,0*2055",LetFik2,11:23:40,49.00435383,15.89110517,2082.3,6,17,0
"$$LetFik2,11:23:56,4900.13184,01553.67102,1989.6,08,17,0*EF98",LetFik2,11:23:56,49.00219733,15.894517,1989.6,8,17,0
"$$LetFik2,11:24:13,4859.95801,01553.97559,1828.5,08,17,0*6A80",LetFik2,11:24:13,48.99930017,15.89959317,1828.5,8,17,0
"$$LetFik2,11:24:29,4859.81396,01554.29492,1688.7,07,17,0*1AC1",LetFik2,11:24:29,48.99689933,15.90491533,1688.7,7,17,0
"$$LetFik2,11:24:45,4859.73486,01554.49829,1609.3,04,17,0*37B9",LetFik2,11:24:45,48.995581,15.90830483,1609.3,4,17,0
"$$LetFik2,11:25:01,4859.73486,01554.49829,1609.3,04,17,0*E131",LetFik2,11:25:01,48.995581,15.90830483,1609.3,4,17,0
"$$LetFik2,11:25:17,4859.63525,01555.06909,1545.8,04,17,0*1675",LetFik2,11:25:17,48.99392083,15.91781817,1545.8,4,17,0
"$$LetFik2,11:25:34,4859.53418,01555.51050,1324.9,06,17,0*DFF3",LetFik2,11:25:34,48.99223633,15.925175,1324.9,6,17,0
"$$LetFik2,11:25:50,4859.51465,01555.72742,1254.3,06,17,0*658F",LetFik2,11:25:50,48.99191083,15.92879033,1254.3,6,17,0
"$$LetFik2,11:26:06,4859.48975,01556.00183,1178.8,07,17,0*7B05",LetFik2,11:26:06,48.99149583,15.93336383,1178.8,7,17,0
"$$LetFik2,11:26:22,4859.47754,01556.12695,1139.2,06,17,0*EAF2",LetFik2,11:26:22,48.99129233,15.93544917,1139.2,6,17,0
"$$LetFik2,11:26:38,4859.44727,01556.49146,1006.1,06,17,0*5A4D",LetFik2,11:26:38,48.99078783,15.94152433,1006.1,6,17,0
"$$LetFik2,11:26:55,4859.42529,01556.70325,892.1,08,17,0*4AEC",LetFik2,11:26:55,48.9904215,15.94505417,892.1,8,17,0
"$$LetFik2,11:27:11,4859.41602,01556.87927,815.7,05,17,0*9A14",LetFik2,11:27:11,48.990267,15.94798783,815.7,5,17,0
"$$LetFik2,11:27:27,4859.41211,01557.16919,715.1,06,17,0*4588",LetFik2,11:27:27,48.99020183,15.95281983,715.1,6,17,0
"$$LetFik2,11:27:43,4859.40967,01557.38196,625.3,06,17,0*5D48",LetFik2,11:27:43,48.99016117,15.956366,625.3,6,17,0
"$$LetFik2,11:28:00,4859.39111,01557.59021,525.2,08,17,0*FA97",LetFik2,11:28:00,48.98985183,15.95983683,525.2,8,17,0
"$$LetFik2,11:28:16,4859.37695,01557.75586,425.0,08,17,0*1EB4",LetFik2,11:28:16,48.98961583,15.96259767,425.0,8,17,0
