_sentence,_receivers,time,latitude,longitude,altitude,satellites,candy_noise,candy_flux
"$$LetFik2,10:27:44,4917.79736,01509.10364,21096.8,08,17,0*FC2D",LetFik2,10:27:44,49.29662267,15.15172733,21096.8,8,17,0
"$$LetFik2,10:28:00,4917.79492,01509.12219,21180.5,06,17,0*077B",LetFik2,10:28:00,49.296582,15.1520365,21180.5,6,17,0
"$$LetFik2,10:27:44,4917.79736,01509.10364,21096.8,08,0,0*8E39",LetFik2,10:27:44,49.29662267,15.15172733,21096.8,8,0,0
"$$LetFik2,10:28:16,4917.77588,01509.17078,21251.8,06,17,0*577A",LetFik2,10:28:16,49.29626467,15.15284633,21251.8,6,17,0
"$$LetFik2,10:28:33,4917.74268,01509.17249,21429.4,07,17,0*3491",LetFik2,10:28:33,49.29571133,15.15287483,21429.4,7,17,0
"$$LetFik2,10:28:49,4917.69678,01509.24023,21618.7,09,17,0*7CE2",LetFik2,10:28:49,49.29494633,15.15400383,21618.7,9,17,0
"$$LetFik2,10:29:05,4917.64551,01509.32336,21770.8,06,17,0*0345",LetFik2,10:29:05,49.29409183,15.15538933,21770.8,6,17,0
"$$LetFik2,10:29:21,4917.56250,01509.42578,21857.6,09,17,0*16CE",LetFik2,10:29:21,49.29270833,15.15709633,21857.6,9,17,0
"$$LetFik2,10:29:37,4917.47705,01509.47583,22006.0,08,17,0*9E55",LetFik2,10:29:37,49.29128417,15.1579305,22006.0,8,17,0
"$$LetFik2,10:29:54,4917.42334,01509.50159,22110.8,09,17,0*5985",LetFik2,10:29:54,49.290389,15.15835983,22110.8,9,17,0
"$$LetFik2,10:30:10,4917.35693,01509.51599,22223.5,07,17,0*78A8",LetFik2,10:30:10,49.28928217,15.15859983,22223.5,7,17,0
"$$LetFik2,10:30:26,4917.31348,01509.54248,22381.6,07,17,0*7B2F",LetFik2,10:30:26,49.288558,15.15904133,22381.6,7,17,0
"$$LetFik2,10:30:42,4917.26221,01509.54443,22501.3,07,17,0*4EB3",LetFik2,10:30:42,49.2877035,15.15907383,22501.3,7,17,0
"$$LetFik2,10:30:58,4917.22949,01509.53369,22626.6,08,17,0*8F6B",LetFik2,10:30:58,49.28715817,15.15889483,22626.6,8,17,0
"$$LetFik2,10:31:15,4917.18066,01509.58838,22779.4,09,17,0*63E4",LetFik2,10:31:15,49.28634433,15.15980633,22779.4,9,17,0
"$$LetFik2,10:31:31,4917.11670,01509.64075,22910.2,06,17,0*FFB0",LetFik2,10:31:31,49.28527833,15.16067917,22910.2,6,17,0
"$$LetFik2,10:31:47,4917.04199,01509.67358,23038.2,07,17,0*3C0D",LetFik2,10:31:47,49.28403317,15.16122633,23038.2,7,17,0
"$$LetFik2,10:32:03,4916.97607,01509.69263,23159.6,07,17,0*A9CC",LetFik2,10:32:03,49.2829345,15.16154383,23159.6,7,17,0
"$$LetFik2,10:32:20,4916.93164,01509.69910,23303.0,09,17,0*4C90",LetFik2,10:32:20,49.282194,15.16165167,23303.0,9,17,0
"$$LetFik2,10:32:36,4916.86133,01509.69702,23423.9,07,17,0*E68C",LetFik2,10:32:36,49.28102217,15.161617,23423.9,7,17,0
"$$LetFik2,10:32:52,4916.80908,01509.68994,23549.7,08,17,0*0D53",LetFik2,10:32:52,49.28015133,15.161499,23549.7,8,17,0
"$$LetFik2,10:33:08,4916.77490,01509.67834,23671.6,08,17,0*8D82",LetFik2,10:33:08,49.27958167,15.16130567,23671.6,8,17,0
"$$LetFik2,10:33:24,4916.75293,01509.66638,23809.8,08,17,0*1CD3",LetFik2,10:33:24,49.2792155,15.16110633,23809.8,8,17,0
"$$LetFik2,10:33:41,4916.73584,01509.63098,23954.7,08,17,0*8204",LetFik2,10:33:41,49.27893067,15.16051633,23954.7,8,17,0
"$$LetFik2,10:33:57,4916.74902,01509.63330,24073.3,09,17,0*BC52",LetFik2,10:33:57,49.27915033,15.160555,24073.3,9,17,0
"$$LetFik2,10:34:13,4916.75684,01509.65247,24228.2,09,17,0*1CD2",LetFik2,10:34:13,49.27928067,15.1608745,24228.2,9,17,0
"$$LetFik2,10:34:29,4916.74268,01509.67175,24354.1,07,17,0*1D9D",LetFik2,10:34:29,49.27904467,15.16119583,24354.1,7,17,0
"$$LetFik2,10:34:45,4916.73047,01509.72375,24479.3,07,17,0*0E80",LetFik2,10:34:45,49.27884117,15.1620625,24479.3,7,17,0
"$$LetFik2,10:35:02,4916.70850,01509.79077,24603.0,08,17,0*F740",LetFik2,10:35:02,49.278475,15.1631795,24603.0,8,17,0
"$$LetFik2,10:35:18,4916.69531,01509.87891,24534.9,09,17,0*79A6",LetFik2,10:35:18,49.27825517,15.1646485,24534.9,9,17,0
"$$LetFik2,10:35:34,4916.63525,01510.00098,24644.7,08,17,0*CEC0",LetFik2,10:35:34,49.27725417,15.166683,24644.7,8,17,0
"$$LetFik2,10:35:50,4916.60645,01510.05298,24795.4,07,17,0*96C6",LetFik2,10:35:50,49.27677417,15.16754967,24795.4,7,17,0
"$$LetFik2,10:36:07,4916.58691,01510.11938,25088.9,08,17,0*E397",LetFik2,10:36:07,49.2764485,15.16865633,25088.9,8,17,0
"$$LetFik2,10:36:23,4916.60938,01510.18762,25245.7,07,17,0*C90D",LetFik2,10:36:23,49.276823,15.16979367,25245.7,7,17,0
"$$LetFik2,10:36:39,4916.60400,01510.27258,25393.5,08,17,0*3B71",LetFik2,10:36:39,49.27673333,15.17120967,25393.5,8,17,0
"$$LetFik2,10:36:55,4916.60010,01510.37585,25551.3,08,17,0*AED9",LetFik2,10:36:55,49.27666833,15.17293083,25551.3,8,17,0
"$$LetFik2,10:37:11,4916.58057,01510.44580,25686.2,06,17,0*AB77",LetFik2,10:37:11,49.27634283,15.17409667,25686.2,6,17,0
"$$LetFik2,10:37:28,4916.51709,01510.50464,25850.7,08,17,0*90BA",LetFik2,10:37:28,49.27528483,15.17507733,25850.7,8,17,0
"$$LetFik2,10:37:44,4916.43164,01510.56396,25983.3,08,17,0*4754",LetFik2,10:37:44,49.27386067,15.176066,25983.3,8,17,0
"$$LetFik2,10:38:00,4916.35254,01510.61328,26090.4,06,17,0*DB06",LetFik2,10:38:00,49.27254233,15.176888,26090.4,6,17,0
"$$LetFik2,10:38:16,4916.26904,01510.60681,26226.4,07,17,0*C957",LetFik2,10:38:16,49.27115067,15.17678017,26226.4,7,17,0
"$$LetFik2,10:38:32,4916.26172,01510.61560,26334.6,08,17,0*6DD9",LetFik2,10:38:32,49.27102867,15.17692667,26334.6,8,17,0
"$$LetFik2,10:38:49,4916.24756,01510.60400,26500.5,07,17,0*CE70",LetFik2,10:38:49,49.27079267,15.17673333,26500.5,7,17,0
"$$LetFik2,10:39:05,4916.24316,01510.54944,26629.7,06,17,0*E93F",LetFik2,10:39:05,49.27071933,15.175824,26629.7,6,17,0
"$$LetFik2,10:39:21,4916.23633,01510.55164,26594.0,08,17,0*85E6",LetFik2,10:39:21,49.2706055,15.17586067,26594.0,8,17,0
"$$LetFik2,10:39:37,4916.25195,01510.50610,26774.9,05,17,0*03B7",LetFik2,10:39:37,49.27086583,15.17510167,26774.9,5,17,0
"$$LetFik2,10:39:54,4916.22266,01510.52039,26996.8,09,17,0*D45D",LetFik2,10:39:54,49.27037767,15.17533983,26996.8,9,17,0
"$$LetFik2,10:40:10,4916.16748,01510.53955,27124.9,09,17,0*4C4E",LetFik2,10:40:10,49.269458,15.17565917,27124.9,9,17,0
"$$LetFik2,10:40:26,4916.12354,01510.52014,27254.7,07,17,0*1DD4",LetFik2,10:40:26,49.26872567,15.17533567,27254.7,7,17,0
"$$LetFik2,10:40:42,4916.06592,01510.52429,27433.3,08,17,0*DFF5",LetFik2,10:40:42,49.26776533,15.17540483,27433.3,8,17,0
"$$LetFik2,10:40:58,4916.07568,01510.53931,27573.0,07,17,0*633E",LetFik2,10:40:58,49.267928,15.17565517,27573.0,7,17,0
"$$LetFik2,10:41:15,4916.09131,01510.54785,27755.4,06,17,0*5EB0",LetFik2,10:41:15,49.2681885,15.1757975,27755.4,6,17,0
"$$LetFik2,10:41:31,4916.12109,01510.53223,27759.5,06,17,0*B0A3",LetFik2,10:41:31,49.26868483,15.17553717,27759.5,6,17,0
"$$LetFik2,10:41:47,4916.16211,01510.52356,27961.0,08,17,0*780D",LetFik2,10:41:47,49.2693685,15.17539267,27961.0,8,17,0
"$$LetFik2,10:42:03,4916.26025,01510.44238,27943.6,06,17,0*C3C7",LetFik2,10:42:03,49.27100417,15.17403967,27943.6,6,17,0
"$$LetFik2,10:42:19,4916.18164,01510.62024,28271.9,09,17,0*7B80",LetFik2,10:42:19,49.269694,15.177004,28271.9,9,17,0
"$$LetFik2,10:42:36,4916.24756,01510.68945,28405.0,06,17,0*088F",LetFik2,10:42:36,49.27079267,15.1781575,28405.0,6,17,0
"$$LetFik2,10:42:52,4916.24658,01510.78845,28546.7,08,17,0*511B",LetFik2,10:42:52,49.27077633,15.1798075,28546.7,8,17,0
"$$LetFik2,10:43:08,4916.25977,01510.87085,28532.8,07,17,0*0BC9",LetFik2,10:43:08,49.27099617,15.18118083,28532.8,7,17,0
"$$LetFik2,10:43:24,4916.26953,01510.93933,28509.9,05,17,0*8ED1",LetFik2,10:43:24,49.27115883,15.18232217,28509.9,5,17,0
"$$LetFik2,10:43:41,4916.29883,01510.91492,28812.8,06,17,0*1C56",LetFik2,10:43:41,49.27164717,15.18191533,28812.8,6,17,0
"$$LetFik2,10:43:57,4916.31689,01510.97229,29094.8,08,17,0*A3A4",LetFik2,10:43:57,49.27194817,15.1828715,29094.8,8,17,0
"$$LetFik2,10:44:13,4916.35547,01511.07617,29226.3,08,17,0*6367",LetFik2,10:44:13,49.27259117,15.18460283,29226.3,8,17,0
"$$LetFik2,10:44:29,4916.34131,01511.22058,29425.7,09,17,0*9956",LetFik2,10:44:29,49.27235517,15.18700967,29425.7,9,17,0
"$$LetFik2,10:44:45,4916.36719,01511.32581,29577.8,05,17,0*AA8A",LetFik2,10:44:45,49.2727865,15.1887635,29577.8,5,17,0
"$$LetFik2,10:45:02,4916.42627,01511.42554,29617.4,05,17,0*F4E3",LetFik2,10:45:02,49.27377117,15.19042567,29617.4,5,17,0
"$$LetFik2,10:45:18,4916.32666,01511.52942,29911.3,06,17,0*1107",LetFik2,10:45:18,49.272111,15.192157,29911.3,6,17,0
"$$LetFik2,10:45:34,4916.32617,01511.61218,30060.1,08,17,0*A2F2",LetFik2,10:45:34,49.27210283,15.19353633,30060.1,8,17,0
"$$LetFik2,10:45:50,4916.33887,01511.73096,30170.1,08,17,0*F770",LetFik2,10:45:50,49.2723145,15.195516,30170.1,8,17,0
"$$LetFik2,10:46:06,4916.36230,01511.84534,30330.9,07,17,0*5756",LetFik2,10:46:06,49.272705,15.19742233,30330.9,7,17,0
"$$LetFik2,10:46:23,4916.40186,01511.99902,30525.3,07,17,0*0C10",LetFik2,10:46:23,49.27336433,15.19998367,30525.3,7,17,0
"$$LetFik2,10:46:39,4916.41064,01512.09521,30694.4,07,17,0*30CF",LetFik2,10:46:39,49.27351067,15.20158683,30694.4,7,17,0
"$$LetFik2,10:46:55,4916.42773,01512.24048,30831.4,08,17,0*A622",LetFik2,10:46:55,49.2737955,15.204008,30831.4,8,17,0
"$$LetFik2,10:47:11,4916.43359,01512.36133,30962.9,07,17,0*5E59",LetFik2,10:47:11,49.27389317,15.20602217,30962.9,7,17,0
"$$LetFik2,10:47:27,4916.41260,01512.43994,31115.9,06,17,0*FD59",LetFik2,10:47:27,49.27354333,15.20733233,31115.9,6,17,0
"$$LetFik2,10:47:44,4916.42285,01512.60071,31272.8,07,17,0*A0A7",LetFik2,10:47:44,49.27371417,15.21001183,31272.8,7,17,0
"$$LetFik2,10:48:00,4916.39941,01512.73718,31400.4,09,17,0*001E",LetFik2,10:48:00,49.2733235,15.21228633,31400.4,9,17,0
"$$LetFik2,10:48:16,4916.39941,01512.73718,31400.4,09,17,0*FF64",LetFik2,10:48:16,49.2733235,15.21228633,31400.4,9,17,0
"$$LetFik2,10:48:32,4916.39941,01512.73718,31400.4,09,17,0*1476",LetFik2,10:48:32,49.2733235,15.21228633,31400.4,9,17,0
"$$LetFik2,10:48:49,4916.39941,01512.73718,31400.4,09,17,0*28BF",LetFik2,10:48:49,49.2733235,15.21228633,31400.4,9,17,0
"$$LetFik2,10:49:05,4916.39941,01512.73718,31400.4,09,17,0*0EC3",LetFik2,10:49:05,49.2733235,15.21228633,31400.4,9,17,0
"$$LetFik2,10:49:21,4916.39941,01512.73718,31400.4,09,17,0*E5D1",LetFik2,10:49:21,49.2733235,15.21228633,31400.4,9,17,0
"$$LetFik2,10:49:37,4916.39941,01512.73718,31400.4,09,17,0*1AAB",LetFik2,10:49:37,49.2733235,15.21228633,31400.4,9,17,0
"$$LetFik2,10:49:54,4916.39941,01512.73718,31400.4,09,17,0*9B45",LetFik2,10:49:54,49.2733235,15.21228633,31400.4,9,17,0
"$$LetFik2,10:50:10,4916.44482,01513.30212,26353.5,07,17,0*634F",LetFik2,10:50:10,49.27408033,15.221702,26353.5,7,17,0
"$$LetFik2,10:50:26,4916.39111,01513.30774,25842.9,08,17,0*6A56",LetFik2,10:50:26,49.27318517,15.22179567,25842.9,8,17,0
"$$LetFik2,10:50:42,4916.34717,01513.37427,25356.8,08,17,0*244F",LetFik2,10:50:42,49.27245283,15.2229045,25356.8,8,17,0
"$$LetFik2,10:50:58,4916.33447,01513.43640,24876.9,09,17,0*7325",LetFik2,10:50:58,49.27224117,15.22394,24876.9,9,17,0
"$$LetFik2,10:51:14,4916.29541,01513.49231,24416.3,09,17,0*98E2",LetFik2,10:51:14,49.27159017,15.22487183,24416.3,9,17,0
"$$LetFik2,10:51:31,4916.28955,01513.53271,23944.6,08,17,0*43BE",LetFik2,10:51:31,49.2714925,15.22554517,23944.6,8,17,0
"$$LetFik2,10:51:47,4916.28076,01513.52136,23506.7,09,17,0*7A9E",LetFik2,10:51:47,49.271346,15.225356,23506.7,9,17,0
"$$LetFik2,10:52:03,4916.23486,01513.53137,23085.6,07,17,0*8F87",LetFik2,10:52:03,49.270581,15.22552283,23085.6,7,17,0
"$$LetFik2,10:52:19,4916.17529,01513.56519,22676.2,09,17,0*E05D",LetFik2,10:52:19,49.26958817,15.2260865,22676.2,9,17,0
"$$LetFik2,10:52:36,4916.13232,01513.57434,22256.7,08,17,0*C3BD",LetFik2,10:52:36,49.268872,15.226239,22256.7,8,17,0
"$$LetFik2,10:52:52,4916.06250,01513.57349,21862.0,08,17,0*7A9D",LetFik2,10:52:52,49.26770833,15.22622483,21862.0,8,17,0
"$$LetFik2,10:53:08,4915.97559,01513.63330,21525.6,05,17,0*C951",LetFik2,10:53:08,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:53:24,4915.97559,01513.63330,21525.6,05,17,0*2784",LetFik2,10:53:24,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:53:41,4915.97559,01513.63330,21525.6,05,17,0*E1F0",LetFik2,10:53:41,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:53:57,4915.97559,01513.63330,21525.6,05,17,0*1E8A",LetFik2,10:53:57,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:54:13,4915.97559,01513.63330,21525.6,05,17,0*522C",LetFik2,10:54:13,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:54:29,4915.97559,01513.63330,21525.6,05,17,0*4383",LetFik2,10:54:29,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:54:45,4915.97559,01513.63330,21525.6,05,17,0*6E94",LetFik2,10:54:45,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:55:02,4915.97559,01513.63330,21525.6,05,17,0*6EE2",LetFik2,10:55:02,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:55:18,4915.97559,01513.63330,21525.6,05,17,0*1EAC",LetFik2,10:55:18,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:55:34,4915.97559,01513.63330,21525.6,05,17,0*F079",LetFik2,10:55:34,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:55:50,4915.97559,01513.63330,21525.6,05,17,0*D8A9",LetFik2,10:55:50,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:56:06,4915.97559,01513.63330,21525.6,05,17,0*5B8F",LetFik2,10:56:06,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:56:23,4915.97559,01513.63330,21525.6,05,17,0*5E39",LetFik2,10:56:23,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:56:39,4915.97559,01513.63330,21525.6,05,17,0*2E77",LetFik2,10:56:39,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:56:55,4915.97559,01513.63330,21525.6,05,17,0*0360",LetFik2,10:56:55,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:57:11,4915.97559,01513.63330,21525.6,05,17,0*20DB",LetFik2,10:57:11,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:57:28,4915.97559,01513.63330,21525.6,05,17,0*12B9",LetFik2,10:57:28,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:57:44,4915.97559,01513.63330,21525.6,05,17,0*3FAE",LetFik2,10:57:44,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:58:00,4915.97559,01513.63330,21525.6,05,17,0*173B",LetFik2,10:58:00,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:58:16,4915.97559,01513.63330,21525.6,05,17,0*E841",LetFik2,10:58:16,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:58:32,4915.97559,01513.63330,21525.6,05,17,0*0353",LetFik2,10:58:32,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:58:49,4915.97559,01513.63330,21525.6,05,17,0*3F9A",LetFik2,10:58:49,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:59:05,4915.97559,01513.63330,21525.6,05,17,0*19E6",LetFik2,10:59:05,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:59:21,4915.97559,01513.63330,21525.6,05,17,0*F2F4",LetFik2,10:59:21,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:59:37,4915.97559,01513.63330,21525.6,05,17,0*0D8E",LetFik2,10:59:37,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,10:59:53,4915.97559,01513.63330,21525.6,05,17,0*255E",LetFik2,10:59:53,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:00:10,4915.97559,01513.63330,21525.6,05,17,0*2B6C",LetFik2,11:00:10,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:00:26,4915.97559,01513.63330,21525.6,05,17,0*B5F7",LetFik2,11:00:26,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:00:42,4915.97559,01513.63330,21525.6,05,17,0*9D27",LetFik2,11:00:42,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:00:58,4915.97559,01513.63330,21525.6,05,17,0*ED69",LetFik2,11:00:58,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:01:14,4915.97559,01513.63330,21525.6,05,17,0*CB15",LetFik2,11:01:14,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:01:31,4915.97559,01513.63330,21525.6,05,17,0*CEA3",LetFik2,11:01:31,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:01:47,4915.97559,01513.63330,21525.6,05,17,0*93FA",LetFik2,11:01:47,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:02:03,4915.97559,01513.63330,21525.6,05,17,0*6555",LetFik2,11:02:03,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:02:19,4915.97559,01513.63330,21525.6,05,17,0*151B",LetFik2,11:02:19,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:02:36,4915.97559,01513.63330,21525.6,05,17,0*D803",LetFik2,11:02:36,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:02:52,4915.97559,01513.63330,21525.6,05,17,0*F0D3",LetFik2,11:02:52,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:03:08,4915.97559,01513.63330,21525.6,05,17,0*29D5",LetFik2,11:03:08,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:03:24,4915.97559,01513.63330,21525.6,05,17,0*C700",LetFik2,11:03:24,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:03:40,4915.97559,01513.63330,21525.6,05,17,0*EFD0",LetFik2,11:03:40,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:03:57,4915.97559,01513.63330,21525.6,05,17,0*FE0E",LetFik2,11:03:57,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:04:13,4915.97559,01513.63330,21525.6,05,17,0*B2A8",LetFik2,11:04:13,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:04:29,4915.97559,01513.63330,21525.6,05,17,0*A307",LetFik2,11:04:29,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:04:45,4915.97559,01513.63330,21525.6,05,0,0*1A88",LetFik2,11:04:45,49.26625983,15.22722167,21525.6,5,0,0
"$$LetFik2,11:04:45,4915.97559,01513.63330,21525.6,05,17,0*8E10",LetFik2,11:04:45,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:05:01,4915.97559,01513.63330,21525.6,05,17,0*ADAB",LetFik2,11:05:01,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:05:18,4915.97559,01513.63330,21525.6,05,17,0*FE28",LetFik2,11:05:18,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:05:34,4915.97559,01513.63330,21525.6,05,17,0*10FD",LetFik2,11:05:34,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:05:50,4915.97559,01513.63330,21525.6,05,17,0*382D",LetFik2,11:05:50,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:06:06,4915.97559,01513.63330,21525.6,05,17,0*BB0B",LetFik2,11:06:06,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:06:23,4915.97559,01513.63330,21525.6,05,17,0*BEBD",LetFik2,11:06:23,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:06:39,4915.97559,01513.63330,21525.6,05,17,0*CEF3",LetFik2,11:06:39,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:06:55,4915.97559,01513.63330,21525.6,05,17,0*E3E4",LetFik2,11:06:55,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:07:11,4915.97559,01513.63330,21525.6,05,17,0*C05F",LetFik2,11:07:11,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:07:27,4915.97559,01513.63330,21525.6,05,17,0*5EC4",LetFik2,11:07:27,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:07:44,4915.97559,01513.63330,21525.6,05,17,0*DF2A",LetFik2,11:07:44,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:08:00,4915.97559,01513.63330,21525.6,05,17,0*F7BF",LetFik2,11:08:00,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:08:16,4915.97559,01513.63330,21525.6,05,17,0*08C5",LetFik2,11:08:16,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:08:32,4915.97559,01513.63330,21525.6,05,17,0*E3D7",LetFik2,11:08:32,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:08:49,4915.97559,01513.63330,21525.6,05,17,0*DF1E",LetFik2,11:08:49,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:09:05,4915.97559,01513.63330,21525.6,05,17,0*F962",LetFik2,11:09:05,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:09:21,4915.97559,01513.63330,21525.6,05,17,0*1270",LetFik2,11:09:21,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:09:37,4915.97559,01513.63330,21525.6,05,17,0*ED0A",LetFik2,11:09:37,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:09:53,4915.97559,01513.63330,21525.6,05,17,0*C5DA",LetFik2,11:09:53,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:10:10,4915.97559,01513.63330,21525.6,05,17,0*6C80",LetFik2,11:10:10,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:10:26,4915.97559,01513.63330,21525.6,05,17,0*F21B",LetFik2,11:10:26,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:10:42,4915.97559,01513.63330,21525.6,05,17,0*DACB",LetFik2,11:10:42,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:10:58,4915.97559,01513.63330,21525.6,05,17,0*AA85",LetFik2,11:10:58,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:11:14,4915.97559,01513.63330,21525.6,05,17,0*8CF9",LetFik2,11:11:14,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:11:31,4915.97559,01513.63330,21525.6,05,17,0*894F",LetFik2,11:11:31,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:11:47,4915.97559,01513.63330,21525.6,05,17,0*D416",LetFik2,11:11:47,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:12:03,4915.97559,01513.63330,21525.6,05,17,0*22B9",LetFik2,11:12:03,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:12:19,4915.97559,01513.63330,21525.6,05,17,0*52F7",LetFik2,11:12:19,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:12:35,4915.97559,01513.63330,21525.6,05,17,0*BC22",LetFik2,11:12:35,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:12:52,4915.97559,01513.63330,21525.6,05,17,0*B73F",LetFik2,11:12:52,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:13:08,4915.97559,01513.63330,21525.6,05,17,0*6E39",LetFik2,11:13:08,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:13:24,4915.97559,01513.63330,21525.6,05,17,0*80EC",LetFik2,11:13:24,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:13:40,4915.97559,01513.63330,21525.6,05,17,0*A83C",LetFik2,11:13:40,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:13:56,4915.97559,01513.63330,21525.6,05,17,0*5746",LetFik2,11:13:56,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:14:13,4915.97559,01513.63330,21525.6,05,17,0*F544",LetFik2,11:14:13,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:14:29,4915.97559,01513.63330,21525.6,05,17,0*E4EB",LetFik2,11:14:29,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:14:45,4915.97559,01513.63330,21525.6,05,17,0*C9FC",LetFik2,11:14:45,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:15:01,4915.97559,01513.63330,21525.6,05,17,0*EA47",LetFik2,11:15:01,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:15:18,4915.97559,01513.63330,21525.6,05,17,0*B9C4",LetFik2,11:15:18,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:15:34,4915.97559,01513.63330,21525.6,05,17,0*5711",LetFik2,11:15:34,49.26625983,15.22722167,21525.6,5,17,0
"$$LetFik2,11:15:50,4915.97559,01513.63330,21525.6,05,17,0*7FC1",LetFik2,11:15:50,49.26625983,15.22722167,21525.6,5,17,0
