Epoch	T_Altimet	Pressure	Alt_Alt	T_SHT	Humidity	T_Bat	RemCap_mAh	Cap_mAh	U_mV	I_mA	Charge_pct	GPS_Fix	GPS_Alt	GPS_Lat	GPS_Lon	GPS_epx	GPS_epy	GPS_epv	
1489829817	26.375	92140	794.3	25.16	36.6	33.55	3093	3291	8128	-455	94.00	3	700.2	49.720127333	14.104380833	7.287	9.902	24.61	
1489829818	26.312	92070	800.6	25.16	36.6	33.55	3093	3291	8126	-471	94.00	3	700.2	49.720127333	14.104380833	7.287	9.902	24.61	
1489829819	26.312	92000	806.9	25.16	36.6	33.65	3093	3291	8124	-487	94.00	3	706.5	49.720141667	14.104682833	7.287	9.902	24.61	
1489829820	26.312	91924	813.8	25.16	36.5	33.65	3093	3291	8124	-501	94.00	3	712.7	49.720151333	14.105002	7.287	9.902	24.61	
1489829821	26.312	91828	822.5	25.16	36.5	33.65	3093	3291	8124	-501	94.00	3	720.2	49.720161333	14.105309	7.287	9.902	24.61	
1489829821	26.312	91752	829.3	25.16	36.5	33.65	3093	3291	8124	-515	94.00	3	728.8	49.720173	14.105582833	7.287	9.902	24.61	
1489829822	26.312	91662	837.5	25.16	36.5	33.65	3092	3291	8124	-527	94.00	3	737.4	49.720191333	14.105822833	7.287	9.902	24.61	
1489829823	26.312	91586	844.3	25.16	36.5	33.65	3092	3291	8124	-538	94.00	3	744.8	49.720223333	14.106050833	7.287	9.902	24.61	
1489829824	26.312	91526	849.7	25.15	36.5	33.65	3092	3291	8122	-549	94.00	3	751.3	49.720275167	14.106295667	7.287	9.902	24.61	
1489829752	26.312	91474	854.4	25.16	36.5	33.65	3092	3291	8124	-559	94.00	3	756.6	49.720344167	14.1065725	7.287	9.902	24.61	
1489829753	26.312	91426	858.8	25.16	36.5	33.65	3092	3291	8122	-568	94.00	3	760.9	49.720417	14.106891	7.287	9.902	24.61	
1489829754	26.312	91356	865.1	25.16	36.5	33.55	3091	3291	8122	-577	94.00	3	765.1	49.720475	14.107246667	7.287	9.902	24.61	
1489829755	26.312	91310	869.2	25.16	36.5	33.55	3091	3291	8120	-585	94.00	3	769.9	49.7204975	14.1076145	7.287	9.902	24.61	
1489829756	26.312	91258	874.0	25.16	36.4	33.55	3091	3291	8118	-593	94.00	3	774.7	49.720481333	14.107958	7.287	9.902	24.61	
1489829757	26.312	91224	877.1	25.16	36.4	33.55	3091	3291	8118	-600	94.00	3	778.4	49.720446333	14.108255	7.287	9.902	24.61	
1489829758	26.312	91192	880.0	25.16	36.4	33.55	3091	3291	8118	-607	94.00	3	778.4	49.720446333	14.108255	7.287	9.902	24.61	
1489829759	26.312	91138	884.9	25.16	36.4	33.55	3090	3291	8118	-614	94.00	3	782.0	49.720416833	14.108497333	7.287	9.902	24.61	
1489829760	26.312	91102	888.1	25.16	36.4	33.55	3090	3291	8118	-614	94.00	3	785.8	49.720408	14.108702833	7.287	9.902	24.61	
1489829761	26.312	91064	891.6	25.16	36.4	33.55	3090	3291	8116	-620	94.00	3	789.4	49.720424667	14.108904667	7.287	9.902	24.61	
1489829762	26.312	91036	894.2	25.16	36.4	33.55	3090	3291	8116	-625	94.00	3	792.5	49.720456167	14.109134667	7.287	9.902	24.61	
1489829763	26.312	90992	898.1	25.16	36.4	33.55	3090	3291	8116	-630	94.00	3	796.0	49.720485667	14.109411167	7.287	9.902	24.61	
1489829764	26.312	90942	902.6	25.16	36.4	33.55	3090	3291	8118	-635	94.00	3	800.0	49.720497167	14.1097255	7.287	9.902	24.61	
1489829765	26.312	90902	906.3	25.15	36.4	33.55	3090	3291	8116	-639	94.00	3	804.1	49.7204895	14.110048333	7.287	9.902	24.61	
1489829765	26.312	90850	911.0	25.16	36.4	33.55	3089	3291	8116	-643	94.00	3	808.5	49.720470167	14.110349333	7.287	9.902	24.61	
1489829766	26.312	90804	915.2	25.15	36.4	33.55	3089	3291	8116	-647	94.00	3	813.5	49.720454333	14.110617333	7.287	9.902	24.61	
1489829767	26.312	90742	920.8	25.16	36.4	33.55	3089	3291	8116	-651	94.00	3	818.8	49.720454667	14.110862167	7.287	9.902	24.61	
1489829768	26.312	90698	924.8	25.15	36.4	33.55	3089	3291	8118	-654	94.00	3	824.0	49.720472167	14.111109833	7.287	9.902	24.61	
1489829769	26.312	90646	929.6	25.15	36.4	33.55	3089	3291	8116	-657	94.00	3	829.1	49.7204975	14.111387833	7.287	9.902	24.61	
1489829770	26.312	90588	934.9	25.15	36.4	33.55	3088	3291	8116	-660	94.00	3	834.363	49.720513638	14.111710068	7.287	9.902	24.61	
1489829771	26.312	90524	940.8	25.15	36.4	33.55	3088	3291	8114	-663	94.00	3	835.2	49.720513667	14.11171	7.287	9.902	24.61	
1489829772	26.312	90464	946.2	25.15	36.4	33.55	3088	3291	8114	-663	94.00	3	841.1	49.7205075	14.112059	7.287	9.902	24.61	
1489829773	26.312	90410	951.1	25.15	36.4	33.55	3088	3291	8112	-665	94.00	3	847.5	49.7204805	14.112397	7.287	9.902	24.61	
1489829774	26.312	90346	957.0	25.15	36.3	33.55	3088	3291	8114	-667	94.00	3	853.8	49.720444	14.112703667	7.287	9.902	24.61	
1489829775	26.312	90282	962.8	25.15	36.3	33.55	3088	3291	8114	-670	94.00	3	859.7	49.720416167	14.112977833	7.287	9.902	24.61	
1489829776	26.312	90210	969.4	25.15	36.3	33.55	3087	3291	8112	-672	94.00	3	865.7	49.7204095	14.113239167	7.287	9.902	24.61	
1489829777	26.312	90134	976.3	25.15	36.3	33.55	3087	3291	8104	-676	94.00	3	872.5	49.720429333	14.1135155	7.287	9.902	24.61	
1489829778	26.312	90048	984.2	25.15	36.3	33.55	3087	3291	8112	-678	94.00	3	879.5	49.7204635	14.113825333	7.287	9.902	24.61	
1489829778	26.312	90008	987.9	25.14	36.3	33.55	3087	3291	8104	-681	94.00	3	885.3	49.720494167	14.114172667	7.287	9.902	24.61	
1489829779	26.312	89960	992.3	25.14	36.3	33.55	3087	3291	8112	-682	94.00	3	890.2	49.7205015	14.114555167	7.287	9.902	24.61	
1489829780	26.312	89912	996.7	25.14	36.3	33.55	3086	3291	8110	-684	94.00	3	895.3	49.7204735	14.114951667	7.287	9.902	24.61	
1489829781	26.312	89846	1002.7	25.14	36.3	33.55	3086	3291	8106	-687	94.00	3	901.7	49.720421833	14.115334667	7.287	9.902	24.61	
1489829782	26.312	89792	1007.7	25.14	36.3	33.55	3086	3291	8104	-689	94.00	3	908.3	49.720373833	14.115696667	7.287	9.902	24.61	
1489829784	26.312	89648	1020.9	25.14	36.3	33.55	3086	3291	8104	-691	94.00	3	915.4	49.720354333	14.116045167	7.287	9.902	24.61	
1489829785	26.312	89568	1028.3	25.13	36.3	33.55	3086	3291	8112	-692	94.00	3	922.0	49.720365667	14.1163865	7.287	9.902	24.61	
1489829786	26.312	89518	1032.9	25.14	36.3	33.55	3085	3291	8110	-692	94.00	3	928.8	49.720397667	14.116727667	7.287	9.902	24.61	
1489829787	26.312	89454	1038.8	25.14	36.2	33.55	3085	3291	8112	-692	94.00	3	936.5	49.720428667	14.117064667	7.287	9.902	24.61	
1489829788	26.312	89352	1048.2	25.14	36.2	33.55	3085	3291	8110	-693	94.00	3	944.9	49.720443833	14.117396833	7.287	9.902	24.61	
1489829789	26.312	89276	1055.2	25.14	36.2	33.55	3085	3291	8112	-694	94.00	3	951.9	49.720442667	14.117724667	7.287	9.902	24.61	
1489829789	26.312	89226	1059.8	25.14	36.2	33.55	3085	3291	8112	-694	94.00	3	958.1	49.720427833	14.118039833	7.287	9.902	24.61	
1489829790	26.312	89170	1065.0	25.14	36.2	33.55	3084	3291	8112	-695	94.00	3	964.1	49.720408167	14.118338167	7.287	9.902	24.61	
1489829791	26.312	89122	1069.4	25.14	36.2	33.55	3084	3291	8110	-695	94.00	3	969.6	49.7203905	14.118629167	7.287	9.902	24.61	
1489829792	26.312	89056	1075.5	25.14	36.2	33.55	3084	3291	8112	-695	94.00	3	975.5	49.7203715	14.118940167	7.287	9.902	24.61	
1489829793	26.312	88976	1082.9	25.14	36.2	33.55	3084	3291	8112	-695	94.00	3	981.7	49.720350167	14.119294333	7.287	9.902	24.61	
1489829794	26.312	88890	1090.8	25.14	36.2	33.55	3084	3291	8112	-695	94.00	3	986.149	49.720327827	14.119694519	7.287	9.902	24.61	
1489829795	26.312	88842	1095.3	25.14	36.1	33.55	3084	3291	8112	-695	94.00	3	987.0	49.720327833	14.1196945	7.287	9.902	24.61	
1489829796	26.312	88796	1099.6	25.14	36.1	33.55	3083	3291	8110	-696	94.00	3	991.3	49.720311	14.120121167	7.287	9.902	24.61	
1489829797	26.312	88754	1103.4	25.14	36.1	33.55	3083	3291	8112	-696	94.00	3	995.7	49.720312167	14.120548	7.287	9.902	24.61	
1489829798	26.312	88710	1107.6	25.14	36.1	33.55	3083	3291	8112	-696	94.00	3	1000.2	49.720333833	14.120954167	7.287	9.902	24.61	
1489829799	26.312	88666	1111.6	25.14	36.1	33.55	3083	3291	8112	-696	94.00	3	1004.7	49.720367167	14.121333333	7.287	9.902	24.61	
1489829800	26.312	88630	1114.9	25.14	36.1	33.55	3083	3291	8112	-696	94.00	3	1009.5	49.720395	14.1216925	7.287	9.902	24.61	
1489829801	26.312	88578	1119.8	25.14	36.1	33.55	3083	3291	8112	-696	94.00	3	1014.8	49.720399667	14.122049833	7.287	9.902	24.61	
1489829802	26.312	88536	1123.7	25.14	36.1	33.45	3082	3291	8110	-696	94.00	3	1019.6	49.720377333	14.1224155	7.287	9.902	24.61	
1489829802	26.312	88488	1128.2	25.14	36.1	33.45	3082	3291	8112	-696	94.00	3	1023.8	49.720335333	14.122791333	7.287	9.902	24.61	
1489829803	26.312	88442	1132.4	25.14	36.1	33.45	3082	3291	8110	-696	94.00	3	1028.7	49.720294167	14.123170667	7.287	9.902	24.61	
1489829804	26.312	88384	1137.8	25.15	36.1	33.45	3082	3291	8110	-696	94.00	3	1034.1	49.720274167	14.123542	7.287	9.902	24.61	
1489829805	26.312	88316	1144.1	25.14	36.1	33.55	3082	3291	8110	-697	94.00	3	1038.6	49.720283667	14.1239015	7.287	9.902	24.61	
1489829806	26.312	88282	1147.3	25.15	36.1	33.55	3081	3291	8104	-699	94.00	3	1042.4	49.720320333	14.124265833	7.287	9.902	24.61	
1489829807	26.312	88238	1151.4	25.15	36.1	33.55	3081	3291	8104	-699	94.00	3	1042.4	49.720320333	14.124265833	7.287	9.902	24.61	
1489829808	26.312	88194	1155.5	25.15	36.1	33.55	3081	3291	8106	-700	94.00	3	1046.7	49.720367	14.124646833	7.287	9.902	24.61	
1489829809	26.312	88122	1162.2	25.15	36.1	33.45	3081	3291	8110	-700	94.00	3	1052.3	49.720397	14.125040833	7.287	9.902	24.61	
1489829810	26.375	88062	1167.8	25.15	36.0	33.45	3081	3291	8110	-699	94.00	3	1058.4	49.720396167	14.125430333	7.287	9.902	24.61	
1489829811	26.312	88018	1171.9	25.15	36.0	33.45	3081	3291	8110	-699	94.00	3	1063.6	49.7203675	14.125804667	7.287	9.902	24.61	
1489829812	26.375	87978	1175.7	25.16	36.0	33.45	3080	3291	8110	-699	94.00	3	1068.1	49.720323667	14.126161	7.287	9.902	24.61	
1489829813	26.312	87938	1179.3	25.16	36.0	33.45	3080	3291	8110	-699	94.00	3	1073.3	49.720285167	14.126506167	7.287	9.902	24.61	
1489829814	26.312	87872	1185.5	25.15	36.0	33.45	3080	3291	8110	-699	94.00	3	1078.8	49.72027	14.1268515	7.287	9.902	24.61	
1489829814	26.375	87814	1190.9	25.16	36.0	33.45	3080	3291	8110	-698	94.00	3	1083.8	49.7202865	14.1272125	7.287	9.902	24.61	
1489829815	26.375	87786	1193.5	25.16	36.0	33.45	3080	3291	8110	-699	94.00	3	1088.0	49.720322667	14.1276055	7.287	9.902	24.61	
1489829816	26.312	87732	1198.6	25.15	36.0	33.45	3079	3291	8104	-699	94.00	3	1091.8	49.720358833	14.128029667	7.287	9.902	24.61	
1489829817	26.312	87690	1202.5	25.16	36.0	33.45	3079	3291	8108	-699	94.00	3	1096.1	49.720375667	14.128473167	7.287	9.902	24.61	
1489829818	26.312	87652	1206.1	25.16	36.0	33.45	3079	3291	8108	-699	94.00	3	1100.8	49.720363167	14.128913	7.287	9.902	24.61	
1489829819	26.312	87610	1210.0	25.16	36.0	33.45	3079	3291	8108	-699	94.00	3	1104.9	49.720325667	14.1293265	7.287	9.902	24.61	
1489829820	26.312	87570	1213.8	25.17	36.0	33.45	3079	3291	8108	-699	94.00	3	1104.9	49.720325667	14.1293265	7.287	9.902	24.61	
1489829821	26.375	87514	1219.1	25.16	36.0	33.45	3079	3291	8110	-699	94.00	3	1108.6	49.720276333	14.129701167	7.287	9.902	24.61	
1489829822	26.312	87468	1223.3	25.16	36.0	33.45	3078	3291	8110	-699	94.00	3	1112.7	49.7202285	14.130038833	7.287	9.902	24.61	
1489829823	26.312	87440	1226.0	25.17	35.9	33.45	3078	3291	8108	-699	94.00	3	1117.5	49.720196333	14.130360167	7.287	9.902	24.61	
1489829824	26.312	87392	1230.5	25.17	35.9	33.45	3078	3291	8108	-699	94.00	3	1122.5	49.720188833	14.130694833	7.287	9.902	24.61	
1489829825	26.312	87316	1237.6	25.17	35.9	33.45	3078	3291	8108	-699	94.00	3	1127.4	49.720200833	14.131069333	7.287	9.902	24.61	
1489829826	26.375	87264	1242.5	25.17	35.9	33.45	3078	3291	8108	-699	94.00	3	1132.0	49.720216167	14.131496833	7.287	9.902	24.61	
1489829827	26.375	87212	1247.4	25.16	35.9	33.45	3077	3291	8108	-699	94.00	3	1136.6	49.720217833	14.131966333	7.287	9.902	24.61	
1489829827	26.375	87174	1251.0	25.17	35.9	33.45	3077	3291	8106	-699	94.00	3	1141.6	49.720195	14.1324475	7.287	9.902	24.61	
1489829828	26.375	87132	1254.9	25.17	35.9	33.45	3077	3291	8106	-700	94.00	3	1147.3	49.7201475	14.132903833	7.287	9.902	24.61	
1489829829	26.375	87074	1260.4	25.16	35.9	33.45	3077	3291	8106	-700	94.00	3	1152.8	49.720085167	14.133312833	7.287	9.902	24.61	
1489829830	26.312	87008	1266.6	25.16	35.9	33.45	3077	3291	8106	-701	94.00	3	1157.8	49.720022333	14.133671	7.287	9.902	24.61	
1489829831	26.312	86972	1270.0	25.16	35.9	33.45	3077	3291	8106	-701	94.00	3	1162.5	49.7199735	14.133990333	7.287	9.902	24.61	
1489829832	26.375	86934	1273.5	25.16	35.9	33.45	3076	3291	8104	-704	94.00	3	1166.6	49.71995	14.134295	7.287	9.902	24.61	
1489829833	26.312	86882	1278.5	25.16	35.9	33.45	3076	3291	8100	-704	94.00	3	1171.3	49.719951167	14.134618667	7.287	9.902	24.61	
1489829834	26.375	86838	1282.6	25.16	35.9	33.45	3076	3291	8100	-704	94.00	3	1176.2	49.719964	14.1349885	7.287	9.902	24.61	
1489829835	26.375	86792	1286.9	25.16	35.9	33.45	3076	3291	8106	-704	94.00	3	1176.2	49.719964	14.1349885	7.287	9.902	24.61	
1489829836	26.312	86744	1291.5	25.15	35.9	33.45	3076	3291	8106	-704	94.00	3	1181.0	49.719972	14.135405667	7.287	9.902	24.61	
1489829837	26.375	86704	1295.3	25.16	35.9	33.45	3076	3291	8106	-705	94.00	3	1185.9	49.719960667	14.135850333	7.287	9.902	24.61	
1489829838	26.375	86654	1299.9	25.16	35.9	33.45	3075	3291	8104	-705	94.00	3	1190.9	49.719921667	14.1362905	7.287	9.902	24.61	
1489829839	26.375	86610	1304.1	25.16	35.9	33.45	3075	3291	8106	-705	94.00	3	1195.8	49.7198585	14.136695167	7.287	9.902	24.61	
1489829840	26.375	86554	1309.4	25.15	35.9	33.45	3075	3291	8104	-705	94.00	3	1200.4	49.719788667	14.137053167	7.287	9.902	24.61	
1489829841	26.375	86512	1313.4	25.15	35.9	33.45	3075	3291	8104	-705	94.00	3	1204.2	49.7197295	14.137374	7.287	9.902	24.61	
1489829842	26.375	86472	1317.2	25.16	35.9	33.45	3075	3291	8104	-705	94.00	3	1208.6	49.7196965	14.1376805	7.287	9.902	32.43	
1489829842	26.375	86424	1321.7	25.15	35.8	33.45	3074	3291	8104	-705	94.00	3	1213.4	49.719694167	14.138001833	7.287	9.902	36.34	
1489829843	26.312	86372	1326.7	25.15	35.8	33.45	3074	3291	8104	-705	94.00	3	1218.3	49.719707333	14.138360667	7.287	9.902	36.34	
1489829844	26.375	86326	1331.0	25.15	35.8	33.45	3074	3291	8104	-705	94.00	3	1223.6	49.719716	14.138766667	7.287	9.902	36.34	
1489829845	26.375	86276	1335.8	25.15	35.8	33.45	3074	3291	8104	-706	94.00	3	1228.8	49.7197025	14.139207333	7.287	9.902	26.22	
1489829846	26.375	86208	1342.3	25.15	35.8	33.45	3074	3291	8104	-706	94.00	3	1233.9	49.7196605	14.1396605	7.287	9.902	26.22	
1489829847	26.312	86154	1347.4	25.15	35.8	33.45	3074	3291	8100	-706	94.00	3	1239.5	49.719592667	14.140102	7.287	9.902	26.22	
1489829848	26.375	86098	1352.6	25.14	35.8	33.45	3073	3291	8102	-706	94.00	3	1239.5	49.719592667	14.140102	7.287	9.902	26.22	
1489829849	26.312	86046	1357.6	25.15	35.8	33.45	3073	3291	8104	-706	94.00	3	1245.9	49.719508833	14.14051	7.287	9.902	26.22	
1489829850	26.312	85988	1363.1	25.14	35.8	33.45	3073	3291	8104	-706	94.00	3	1252.1	49.719423	14.140877167	7.287	9.902	26.22	
1489829851	26.312	85934	1368.2	25.14	35.8	33.45	3073	3291	8104	-706	94.00	3	1257.6	49.719345833	14.1412105	7.287	9.902	26.22	
1489829852	26.375	85890	1372.4	25.14	35.8	33.35	3073	3291	8104	-706	94.00	3	1262.4	49.719279	14.141519667	7.287	9.902	26.22	
1489829853	26.375	85832	1377.9	25.14	35.8	33.35	3072	3291	8104	-706	94.00	3	1267.0	49.7192225	14.141812833	7.287	9.902	26.22	
1489829854	26.375	85788	1382.2	25.14	35.8	33.35	3072	3291	8104	-706	94.00	3	1272.2	49.719173167	14.142100333	7.287	9.902	26.22	
1489829855	26.375	85740	1386.7	25.14	35.8	33.35	3072	3291	8104	-705	94.00	3	1277.3	49.719129833	14.1423975	7.287	9.902	26.22	
1489829855	26.375	85690	1391.5	25.14	35.8	33.35	3072	3291	8104	-705	94.00	3	1282.4	49.719087333	14.142719333	7.287	9.902	26.22	
1489829856	26.375	85640	1396.2	25.14	35.8	33.35	3072	3291	8104	-705	94.00	3	1287.6	49.719040833	14.143076833	7.287	9.902	26.22	
1489829857	26.375	85592	1400.8	25.14	35.8	33.35	3071	3291	8104	-705	94.00	3	1292.5	49.718984833	14.1434715	7.287	9.902	26.22	
1489829858	26.375	85542	1405.6	25.14	35.8	33.35	3071	3291	8104	-705	94.00	3	1297.6	49.7189165	14.143887167	7.287	9.902	26.22	
1489829859	26.375	85484	1411.2	25.14	35.7	33.45	3071	3291	8102	-704	94.00	3	1303.7	49.718842667	14.144298333	7.287	9.902	26.22	
1489829860	26.375	85440	1415.3	25.14	35.7	33.45	3071	3291	8102	-704	94.00	3	1308.648	49.718767836	14.144678443	7.287	9.902	26.22	
1489829861	26.375	85372	1421.8	25.14	35.7	33.35	3071	3291	8104	-704	94.00	3	1309.5	49.718767833	14.1446785	7.287	9.902	26.22	
1489829862	26.375	85338	1425.1	25.14	35.7	33.35	3070	3291	8096	-707	94.00	3	1318.3	49.718637667	14.145281833	7.287	9.902	26.22	
1489829864	26.375	85294	1429.3	25.14	35.7	33.35	3070	3291	8094	-709	94.00	3	1321.4	49.718583	14.145519833	7.287	9.902	26.22	
1489829865	26.375	85226	1435.8	25.15	35.7	33.35	3070	3291	8098	-711	94.00	3	1324.7	49.7185275	14.145757833	7.287	9.902	26.22	
1489829866	26.375	85166	1441.6	25.14	35.7	33.35	3070	3291	8100	-710	94.00	3	1329.9	49.718461	14.146029667	7.287	9.902	26.22	
1489829867	26.375	85112	1446.8	25.14	35.7	33.35	3070	3291	8102	-709	94.00	3	1335.7	49.718381667	14.146348333	7.287	9.902	26.22	
1489829868	26.375	85074	1450.4	25.14	35.7	33.35	3069	3291	8102	-709	94.00	3	1340.6	49.7182925	14.146707333	7.287	9.902	26.22	
1489829869	26.375	85044	1453.3	25.15	35.7	33.35	3069	3291	8102	-708	94.00	3	1344.4	49.718202167	14.147083167	7.287	9.902	26.22	
1489829869	26.375	85014	1456.2	25.15	35.7	33.35	3069	3291	8102	-707	94.00	3	1349.2	49.7181205	14.147439	7.287	9.902	26.22	
1489829870	26.375	84946	1462.7	25.15	35.7	33.35	3069	3291	8102	-707	94.00	3	1355.0	49.718046833	14.147751167	7.287	9.902	26.22	
1489829871	26.375	84906	1466.5	25.15	35.7	33.35	3069	3291	8102	-706	94.00	3	1360.0	49.717972833	14.148023167	7.287	9.902	36.34	
1489829872	26.375	84852	1471.8	25.15	35.7	33.35	3069	3291	8102	-706	94.00	3	1364.4	49.717889667	14.148277667	7.287	9.902	36.34	
1489829873	26.375	84792	1477.5	25.15	35.7	33.35	3068	3291	8102	-706	94.00	3	1369.2	49.717783167	14.148541333	7.287	9.902	36.34	
1489829874	26.375	84754	1481.1	25.15	35.7	33.35	3068	3291	8102	-705	94.00	3	1369.2	49.717783167	14.148541333	7.287	9.902	36.34	
1489829875	26.375	84696	1486.7	25.15	35.7	33.35	3068	3291	8102	-705	94.00	3	1374.2	49.717658333	14.148834167	7.287	9.902	36.34	
1489829876	26.375	84658	1490.4	25.15	35.7	33.35	3068	3291	8100	-705	94.00	3	1379.0	49.717531	14.149157667	7.287	9.902	36.34	
1489829877	26.375	84602	1495.7	25.14	35.7	33.35	3068	3291	8102	-705	94.00	3	1384.2	49.717420667	14.149500667	7.287	9.902	36.34	
1489829878	26.375	84534	1502.4	25.15	35.7	33.35	3068	3291	8102	-705	94.00	3	1390.0	49.717340167	14.149845833	7.287	9.902	36.34	
1489829879	26.375	84478	1507.7	25.14	35.7	33.35	3067	3291	8100	-705	94.00	3	1395.8	49.717285167	14.150175167	7.287	9.902	36.34	
1489829880	26.375	84430	1512.4	25.14	35.6	33.35	3067	3291	8100	-704	94.00	3	1401.5	49.7172395	14.1504745	1.822	2.476	9.085	
1489829881	26.375	84386	1516.6	25.14	35.6	33.35	3067	3291	8102	-704	94.00	3	1407.4	49.71718	14.150737	1.822	2.476	9.085	
1489829881	26.375	84334	1521.6	25.15	35.6	33.35	3067	3291	8102	-704	94.00	3	1413.2	49.717090333	14.150978333	1.822	2.476	9.085	
1489829882	26.375	84250	1529.7	25.14	35.6	33.35	3067	3291	8102	-703	94.00	3	1417.9	49.716973667	14.151225167	1.822	2.476	9.085	
1489829883	26.375	84204	1534.2	25.14	35.6	33.35	3066	3291	8102	-703	94.00	3	1422.1	49.716838	14.151501833	1.822	2.476	9.085	
1489829884	26.375	84156	1538.8	25.14	35.6	33.35	3066	3291	8102	-703	94.00	3	1426.8	49.716696833	14.151825	1.822	2.476	9.085	
1489829885	26.375	84130	1541.3	25.14	35.6	33.35	3066	3291	8100	-703	94.00	3	1432.1	49.716567	14.152182333	1.822	2.476	9.085	
1489829886	26.375	84072	1547.0	25.14	35.6	33.35	3066	3291	8102	-703	94.00	3	1437.7	49.7164535	14.152540167	1.822	2.476	9.085	
1489829887	26.375	84012	1552.7	25.14	35.6	33.35	3066	3291	8102	-702	94.00	3	1437.7	49.7164535	14.152540167	1.822	2.476	9.085	
1489829888	26.375	83956	1558.2	25.14	35.6	33.35	3066	3291	8100	-702	94.00	3	1443.7	49.7163525	14.152862667	1.822	2.476	9.085	
1489829889	26.375	83892	1564.4	25.14	35.6	33.35	3065	3291	8100	-702	94.00	3	1449.8	49.716258333	14.153135333	1.822	2.476	9.085	
1489829890	26.375	83838	1569.7	25.14	35.6	33.35	3065	3291	8102	-702	94.00	3	1455.2	49.716163167	14.153362	1.822	2.476	9.085	
1489829891	26.375	83814	1572.0	25.14	35.6	33.35	3065	3291	8100	-702	94.00	3	1460.8	49.716054833	14.1535655	1.822	2.476	9.085	
1489829892	26.375	83760	1577.2	25.14	35.6	33.35	3065	3291	8092	-704	94.00	3	1467.0	49.715930333	14.1537735	1.822	2.476	9.085	
1489829893	26.375	83672	1585.8	25.14	35.6	33.35	3065	3291	8098	-704	94.00	3	1473.3	49.7157945	14.154008667	1.822	2.476	9.085	
1489829894	26.375	83622	1590.6	25.14	35.6	33.35	3064	3291	8100	-704	94.00	3	1479.0	49.715650833	14.154282	1.822	2.476	9.085	
1489829894	26.375	83570	1595.7	25.14	35.6	33.35	3064	3291	8100	-703	94.00	3	1483.8	49.715505167	14.154595833	1.822	2.476	9.085	
1489829895	26.375	83530	1599.6	25.14	35.6	33.35	3064	3291	8100	-703	94.00	3	1488.8	49.715365333	14.154940167	1.822	2.476	9.085	
1489829896	26.375	83478	1604.6	25.14	35.6	33.35	3064	3291	8100	-703	94.00	3	1494.4	49.715234333	14.155291333	1.822	2.476	9.085	
1489829897	26.375	83396	1612.6	25.13	35.6	33.35	3064	3291	8096	-703	94.00	3	1501.0	49.7151135	14.155630333	1.822	2.476	9.143	
1489829898	26.375	83326	1619.5	25.14	35.6	33.35	3064	3291	8098	-703	94.00	3	1508.2	49.715003667	14.1559465	1.822	2.476	9.143	
1489829899	26.375	83264	1625.6	25.13	35.5	33.35	3063	3291	8100	-703	94.00	3	1514.503	49.71490641	14.156233854	1.822	2.476	9.143	
1489829900	26.375	83204	1631.3	25.13	35.5	33.35	3063	3291	8100	-703	94.00	3	1515.4	49.7149065	14.156233833	1.822	2.476	9.143	
1489829901	26.375	83158	1635.9	25.13	35.5	33.35	3063	3291	8100	-703	94.00	3	1521.8	49.714821833	14.156483833	1.822	2.476	9.143	
1489829902	26.375	83100	1641.6	25.13	35.5	33.35	3063	3291	8100	-703	94.00	3	1527.8	49.714739667	14.1566955	1.822	2.476	9.143	
1489829903	26.375	83028	1648.6	25.14	35.5	33.35	3063	3291	8098	-702	94.00	3	1533.8	49.714645333	14.156888167	1.822	2.476	9.143	
1489829904	26.375	82960	1655.3	25.13	35.5	33.35	3062	3291	8100	-702	94.00	3	1540.4	49.714527333	14.157088667	1.822	2.476	9.143	
1489829905	26.375	82904	1660.8	25.13	35.5	33.35	3062	3291	8100	-702	94.00	3	1547.1	49.714383333	14.157320833	1.822	2.476	9.143	
1489829906	26.375	82842	1666.8	25.13	35.5	33.25	3062	3291	8098	-702	94.00	3	1553.2	49.714225667	14.157599167	1.822	2.476	9.143	
1489829907	26.375	82776	1673.3	25.13	35.5	33.25	3062	3291	8098	-701	94.00	3	1559.3	49.714075667	14.157921333	1.822	2.476	9.143	
1489829907	26.375	82712	1679.6	25.13	35.5	33.25	3062	3291	8100	-701	94.00	3	1566.0	49.7139515	14.158266667	1.822	2.476	9.143	
1489829908	26.375	82650	1685.6	25.13	35.5	33.25	3062	3291	8098	-700	94.00	3	1573.0	49.713857333	14.158601833	1.822	2.476	9.143	
1489829909	26.375	82586	1692.0	25.13	35.5	33.25	3061	3291	8098	-700	94.00	3	1579.7	49.713783167	14.1588965	1.822	2.476	9.143	
1489829910	26.375	82516	1698.8	25.13	35.5	33.25	3061	3291	8098	-700	94.00	3	1586.0	49.713710167	14.1591365	1.822	2.476	9.143	
1489829911	26.375	82458	1704.5	25.13	35.5	33.25	3061	3291	8100	-700	94.00	3	1591.9	49.713618833	14.1593335	1.822	2.476	9.143	
1489829912	26.375	82400	1710.2	25.13	35.5	33.25	3061	3291	8100	-699	94.00	3	1591.9	49.713618833	14.1593335	1.822	2.476	9.143	
1489829913	26.375	82336	1716.5	25.13	35.5	33.25	3061	3291	8100	-699	94.00	3	1597.9	49.713498333	14.1595245	1.822	2.476	9.143	
1489829914	26.375	82264	1723.6	25.13	35.5	33.25	3061	3291	8098	-699	94.00	3	1604.3	49.713351167	14.1597475	1.822	2.476	9.143	
